area,city,country,hotel_star_rating,latitude,longitude,mmt_location_rating,mmt_review_count,mmt_review_score,mmt_traveller_type_review_count,mmt_tripadvisor_count,property_address,property_id,property_name,property_type,room_types,site_review_rating,traveller_rating,uniq_id,Location,Hospitality,Facilities,Cleanliness,Value for Money,Food
"Flat No 114, 116, 117, HN Pu",Hassan,Hotel,2,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,7.0,"KIADB Industrial Growth Centre , Flat No 114, 116, 117, HN Pu",201511111310112619&i=,La Flora Pavanputra Resort and Spa,Hotel,Hotel,0.0,0,1e6646e6b45a80c705eb2f2910888db9,0.0,0.0,0.0,0.0,0.0,0.0
Varanasi,Varanasi,Hotel,1,0.0,0.0,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,5.0,"NH-56, Airport Road Near Sammukh Hospital, Babatpur Varanasi ,",201410221556167033&i=,K J Internationa Hotel,Hotel,Hotel,0.0,0,9aea0e75186041b4a6b45eabce585e83,0.0,0.0,0.0,0.0,0.0,0.0
"Fateh Sagar Lake,North Udaipur",Udaipur,Hotel,2,24.590661,73.678077,4.9,101.0,4.5,Families:41|Couples:31|Business:2|Solo:0|Friends:0,376.0,"5,B Alkapuri, Fateh sagar Lake , Fatehsagar",200709191902357239&i=,Hotel Rampratap Palace,Hotel,Hotel,0.0,Location:4.9/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.6/5 | Value for Money:4.4/5 | Food:4.5/5,a4a4e31d2b2fb2060e214318fe9a2195,4.9,4.4,4.3,4.6,4.4,4.5
Mahbubnagar,Mahbubnagar,Lodge,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"House No 2-6-1/3, Khosgi Road, Mahabubnagar Ho, Mahabubnagar ,",201411241335499622&i=,Ganesh Lodge,Lodge,Lodge,0.0,0,8da3e5e6353f292eb5c23a1b807abb55,0.0,0.0,0.0,0.0,0.0,0.0
Gangaur Ghat Marg,Udaipur,Hotel,2,24.580311,73.682573,5,13.0,4.5,Families:8|Couples:2|Business:0|Solo:0|Friends:0,132.0,"339, Ashoka Haveli, Gangaur Ghat Marg , Gangaur Ghat Marg",201409021746153905&i=,Gangaur Palace,Hotel,Hotel,0.0,Location:5/5 | Hospitality:4.6/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.6/5 | Food:4.4/5,7c1a39455cb236dec789061436bb5175,5.0,4.6,4.2,4.5,4.6,4.4
mount abu,MountAbu,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"near taxi stand,rotary circul,rajendra marg , mount abu",201603111452425681&i=,hotel ganesh,Hotel,Hotel,0.0,0,5b7213f42e18f7cd857fa1e7e8d7fb0f,0.0,0.0,0.0,0.0,0.0,0.0
Vijay Nagar,Indore,Hotel,2,22.747,75.8962,3.1,31.0,3.2,Families:12|Couples:5|Business:5|Solo:5|Friends:1,7.0,"Plot No - 15, PU4, Scheme 54, Vijaynagar , Vijaynagar",201401021402135774&i=,Hotel Silver Shed,Hotel,Hotel,0.0,Location:3.1/5 | Hospitality:3.3/5 | Facilities:2.9/5 | Cleanliness:3.3/5 | Value for Money:3.3/5 | Food:3.7/5,bc18aa0e30a8820bbb6fc07a21628047,3.1,3.3,2.9,3.3,3.3,3.7
"Ashok Nagar, Main Road",Udaipur,Hotel,4,24.586243,73.710702,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Lakecity Mall, University Road , Ashok Nagar, Main Road",201511211338075905&i=,Radisson Udaipur,Hotel,Hotel,0.0,0,70bf69a8c4c7d4df70ae4ed49bcf2697,0.0,0.0,0.0,0.0,0.0,0.0
Dharamshala,Dharamshala,Hotel,1,32.232534,76.324266,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Near Dalai Lama Temple chock ,",201501121242175680&i=,Sai Cottage,Hotel,Hotel,0.0,0,584e03d00142a396e541f4b3eb80b448,0.0,0.0,0.0,0.0,0.0,0.0
uttarkashi,Uttarkashi,Hotel,3,30.879923,78.0846,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"har ki doon road, purola , uttarkashi",201512011245492479&i=,hotel classic view,Hotel,Hotel,0.0,0,e344d7f5d5496f780cd91e54f6bba782,0.0,0.0,0.0,0.0,0.0,0.0
Bhowali,Nainital,Hotel,4,29.385067,79.529405,4.8,5.0,4.4,Families:4|Couples:1|Business:0|Solo:0|Friends:0,28.0,"Shyamkhet, Ramgarh Road,Bhowali , Near Airforce Station,Bhowali",201504281612244939&i=,UNA Comfort Misty Oaks Bhowali,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4/5 | Facilities:4.2/5 | Cleanliness:4.8/5 | Value for Money:4/5 | Food:3.8/5,185a1318eacc8d252bb575b21b15ba27,4.8,4.0,4.2,4.8,4.0,3.8
Naddi,Dharamshala,Hotel,2,32.219041,76.323402,4.3,18.0,3.6,Families:8|Couples:4|Business:0|Solo:0|Friends:0,47.0,"Naddi, Upper Dharamshala,Distt. Kangra , Naddi",201101181358217191&i=,Hotel Victoriya Palace,Hotel,Hotel,0.0,Location:4.3/5 | Hospitality:3.9/5 | Facilities:3.2/5 | Cleanliness:3.9/5 | Value for Money:3.8/5 | Food:3.1/5,cf11f0d231361d10f4212b355bd2588e,4.3,3.9,3.2,3.9,3.8,3.1
Airport Road,Udaipur,Hotel,4,24.593977,73.769706,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Plot No.10, Nr. Maa Gayatri Hospital, Pratap Nagar Airport Road, Udaipur (Raj), India , Maa Gayatri Hospital",201512091433568833&i=,GenX Valley View Udaipur,Hotel,Hotel,0.0,0,a7e78b53d64f7eac1a4dbeb670b887f6,0.0,0.0,0.0,0.0,0.0,0.0
Hanuman Ghat Marg,Udaipur,Hotel,1,24.581022,73.680417,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,114.0,"out side chandpole,hanuman ghat area ,",201410131225402113&i=,Hanuman Ghat Hotel,Hotel,Hotel,0.0,0,a69aa835fbd393052e6f059617affdd6,0.0,0.0,0.0,0.0,0.0,0.0
Gwalior,Gwalior,Hotel,1,26.195151,78.151249,5,2.0,5.0,Families:0|Couples:2|Business:0|Solo:0|Friends:0,0.0,"Hotel Golden Square,Roxypul, kampoo,lashkar,gwalior,kampoo ,",201411131426036295&i=,Hotel Golden Square,Hotel,Hotel,0.0,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,cffa579072bb2f24964a5a3d9663534b,5.0,5.0,5.0,5.0,5.0,5.0
"Udaipur Railway Station,Udaipur Bus Stand,Udaipole",Udaipur,Hotel,2,24.577271,73.700755,4.9,14.0,4.2,Families:4|Couples:3|Business:0|Solo:1|Friends:0,24.0,"Hotel Street, Opp Central Bus Stand, Udaipole ,",201409032046598510&i=,Hotel Savera,Hotel,Hotel,0.0,Location:4.9/5 | Hospitality:4/5 | Facilities:4/5 | Cleanliness:4.4/5 | Value for Money:4/5 | Food:4.2/5,0a020e99342823faf816672ad33f6381,4.9,4.0,4.0,4.4,4.0,4.2
Khandwa,Khandwa,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Khandwa Road, Khargone ,",201601201320154034&i=,Hotel Yuvraj,Hotel,Hotel,0.0,0,942ae5a2fc3458bf5424374ecfad873a,0.0,0.0,0.0,0.0,0.0,0.0
Annanagar,Madurai,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Kurudikaran Salai , Annanagar",201503312131596787&i=,anussya apartments,Hotel,Hotel,0.0,0,2a79005a34070a10f75b973232b8658a,0.0,0.0,0.0,0.0,0.0,0.0
"TP Area,Tirupati Railway Station",Tirupati,Hotel,3,13.629096,79.42332,4.1,77.0,3.8,Families:18|Couples:5|Business:1|Solo:1|Friends:2,74.0,"P.No. 177, T.P. Area, Tirupati , T P Area",200701311456563693&i=,Kalyan Residency,Hotel,Hotel,0.0,Location:4.1/5 | Hospitality:3.9/5 | Facilities:3.7/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:3.2/5,4e6e25e078abcc57fe87d1643da050b1,4.1,3.9,3.7,3.8,3.8,3.2
"Dharamkot,Mcleodganj,Bhagsunag",Dharamshala,Hotel,3,32.219678,76.320933,3.2,23.0,3.2,Families:13|Couples:4|Business:0|Solo:0|Friends:3,22.0,"Bhagsunag, Dharamkot Road, Mcleodganj, Dharamshala. , Bhagsunag, Mcleodganj",201310141955428963&i=,Hotel The Oak Valley,Hotel,Hotel,0.0,Location:3.2/5 | Hospitality:3.5/5 | Facilities:2.8/5 | Cleanliness:3.1/5 | Value for Money:3.5/5 | Food:3.3/5,da39b2c04e1d86a628ace66f31d7bc0b,3.2,3.5,2.8,3.1,3.5,3.3
Mcleodganj Road,Dharamshala,Hotel,1,32.230755,76.312096,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"Mcleodganj Road , Mcleodganj Road",201410211143339749&i=,Hotel Stella Fresh,Hotel,Hotel,0.0,0,74bf2f7e959c639cee782c07f96446a1,0.0,0.0,0.0,0.0,0.0,0.0
Sisarma,Udaipur,Hotel,5,24.568297,73.641034,4.7,11.0,4.5,Families:7|Couples:3|Business:0|Solo:0|Friends:0,478.0,"Sisarma,Udaipur ,",200812011730465958&i=,Fateh Garh Resort,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.6/5 | Facilities:4.3/5 | Cleanliness:4.7/5 | Value for Money:4.6/5 | Food:4.2/5,ba7b9e7b9073e745d38122d74045be00,4.7,4.6,4.3,4.7,4.6,4.2
Chikmagalur,Chikmagalur,Hotel,1,13.496349,75.802511,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,45.0,"Kambihalli Estate, Santaveri P ,",201512151139489445&i=,Halli Berri,Hotel,Hotel,0.0,0,8aa91772a95132581d790df2ecc113d3,0.0,0.0,0.0,0.0,0.0,0.0
Varanasi,Varanasi,Hotel,1,25.318506,83.000785,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"Hotel Basant Chetganj, 221001 Varanasi, Near Basant Bar , Varanasi",201410291134175064&i=,Hotel Basant,Hotel,Hotel,0.0,0,b83f2df32d22043339edb0ad65c122d2,0.0,0.0,0.0,0.0,0.0,0.0
"Near St Marry School, Udaipur",Udaipur,Hotel,1,24.532391,73.713259,2,2.0,2.3,Families:1|Couples:1|Business:0|Solo:0|Friends:0,2.0,"Titerdi Jaisamand Road Near , Near St Marry School, Udaipur",201412151954304828&i=,Umaid Villa,Hotel,Hotel,0.0,Location:2/5 | Hospitality:2/5 | Facilities:2/5 | Cleanliness:2.5/5 | Value for Money:2/5 | Food:3.5/5,14a4894cdaecb3933361b2aa4ed68326,2.0,2.0,2.0,2.5,2.0,3.5
"Neelimala viewpoint,Central Udaipur",Udaipur,Hotel,3,24.571694,73.648137,4.5,2.0,3.9,Families:1|Couples:0|Business:0|Solo:0|Friends:0,226.0,"Bujra Road, Kalarohi, Udaipur , Udaipur",200903251545503773&i=,Devra - Mahindra Homestays,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:5/5 | Facilities:3.5/5 | Cleanliness:5/5 | Value for Money:3/5 | Food:5/5,821f3b650f9d8c6b3450306747f8cd1c,4.5,5.0,3.5,5.0,3.0,5.0
Chikmagalur,Chikmagalur,Hotel,1,13.320756,75.772382,4.6,7.0,3.7,Families:2|Couples:3|Business:0|Solo:0|Friends:0,7.0,"IG CROSS ROAD ,",201409271156574266&i=,Rest Inn,Hotel,Hotel,0.0,Location:4.6/5 | Hospitality:3.6/5 | Facilities:3.3/5 | Cleanliness:4.1/5 | Value for Money:3.6/5 | Food:3.6/5,a67fd1eb4427c37febe50b857a5d7ce0,4.6,3.6,3.3,4.1,3.6,3.6
Dharamshala Distt Kangra,Dharamshala,Hotel,1,32.242844,76.331741,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,1.0,"VPO Bhagsu Nag Teh , Dharamshala Distt Kangra",201412290957403766&i=,Sangam Hotel and Restaurant,Hotel,Hotel,0.0,0,4158ae5c630d8eea1920a15d07e8aa6b,0.0,0.0,0.0,0.0,0.0,0.0
Near City Palace,Udaipur,Hotel,1,24.578729,73.682821,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,23.0,"91, Nao Ghat Road , Near City Palace",201412161751138924&i=,Shiva Guest House,Hotel,Hotel,0.0,0,4ba56f0c6dda8bc289b60f1bab47d363,0.0,0.0,0.0,0.0,0.0,0.0
"Hanuman Ghat, Bagor Ka Nohra,",Udaipur,Hotel,1,24.580397,73.679513,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"39 OutSide Chandpole , Hanuman Ghat, Bagor Ka Nohra,",20151208161419772&i=,The Royal Lake View Villa,Hotel,Hotel,0.0,0,327e42ae998edd8d0fbabc0040c81a88,0.0,0.0,0.0,0.0,0.0,0.0
"Tirupati APSRTC Bus Stand,Alipri Road",Tirupati,Hotel,1,13.628411,79.425877,4.5,42.0,3.5,Families:11|Couples:7|Business:1|Solo:2|Friends:0,26.0,"Opp Bus Stand Road , Opp Bus Stand Road",201106301804547849&i=,Vikram Hotel,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:3.6/5 | Facilities:3/5 | Cleanliness:3.5/5 | Value for Money:3.5/5 | Food:3/5,6039c00b64c4b71fc6fb8e4edb3705e4,4.5,3.6,3.0,3.5,3.5,3.0
Hiran Magri,Udaipur,Hotel,2,24.564884,73.72567,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,17.0,"1-KA-15, HIRAN MAGRI, SEC-5, NARAYAN SEVA SANSTHAN ROAD ,",201410301920387826&i=,Meenakshi Hotel,Hotel,Hotel,0.0,0,781f809b2b5591ba80393f93f6cfb3d9,0.0,0.0,0.0,0.0,0.0,0.0
N R Peta,WeekendGetawaysAroundHyderabad,Hotel,3,15.8343,78.0411,5,12.0,4.8,Families:1|Couples:3|Business:0|Solo:0|Friends:0,54.0,"40/839, SBI Circle , opposite childrens park",201507291117039352&i=,DVR Mansion,Hotel,Hotel,0.0,Location:5/5 | Hospitality:4.8/5 | Facilities:4.7/5 | Cleanliness:4.9/5 | Value for Money:4.8/5 | Food:4.7/5,e473533655e0faad5b04a7e36536b6c1,5.0,4.8,4.7,4.9,4.8,4.7
OLD TRUNCK ROAD,Balasore,Hotel,1,21.499561,86.923108,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Hotel Barjorjis Banjara , OLD TRUNCK ROAD",201512071303442948&i=,BARJORJIS BANJARA,Hotel,Hotel,0.0,0,2520a84b5b3c660a08756172a88bc05e,0.0,0.0,0.0,0.0,0.0,0.0
Muvattupuzha,Muvattupuzha,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Geojith residency, Muvattupuzha ,",201410311256293176&i=,Geojith residency,Hotel,Hotel,0.0,0,aa4f3406062827e50afeb67928a9a1a1,0.0,0.0,0.0,0.0,0.0,0.0
Renigunta Rd,Tirupati,Hotel,1,13.634343,79.511238,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"D.No. 17-28-23/1, Opp. RTO checkpost,Renigunta, Bypass Road, Tirupati , Renigunta",201512211951417783&i=,Hotel K R Bhavan,Hotel,Hotel,0.0,0,943514ee0e9fc0799faac2cfe65efc95,0.0,0.0,0.0,0.0,0.0,0.0
Renigunta Rd,Tirupati,Hotel,3,13.627527,79.429031,4.7,184.0,4.5,Families:107|Couples:23|Business:7|Solo:7|Friends:3,203.0,"Near Railway Flyover,Next to Reliance Mart, Renigunta Road , Renigunta Road, Tirupati",201210190921221762&i=,Minerva Grand,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.5/5 | Facilities:4.3/5 | Cleanliness:4.6/5 | Value for Money:4.5/5 | Food:4.5/5,204dfc7c76bfbb6dc38fd09e22f43504,4.7,4.5,4.3,4.6,4.5,4.5
Udaipur,Udaipur,Hotel,1,24.5885,73.7055,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,38.0,"Boheda House, Kalaji Goraji, , Udaipur",201502021643234568&i=,Sun Heritage Home,Hotel,Hotel,0.0,0,150f5a9cff42190d89d793aeab905517,0.0,0.0,0.0,0.0,0.0,0.0
CHIKMAGALUR,Chikmagalur,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"AVATHI , CHIKMAGALUR",20151208121555922&i=,Avathi Homestay,Hotel,Hotel,0.0,0,a7c61761f58b8d1aa94462dc3840745f,0.0,0.0,0.0,0.0,0.0,0.0
"Gangour Ghat Marg,Lal Ghat,West Udaipur",Udaipur,Hotel,1,24.580202,73.683628,4.8,66.0,4.7,Families:12|Couples:4|Business:0|Solo:1|Friends:0,639.0,"74 Gangour Ghat Marg , Gangour Ghat Marg",201103281138216370&i=,Bhanwar Vilas Guest House,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.8/5 | Facilities:4.5/5 | Cleanliness:4.7/5 | Value for Money:4.7/5 | Food:4.4/5,e80258e86dc47ec872e52fee4e88b96d,4.8,4.8,4.5,4.7,4.7,4.4
Cantt Road,Dharamshala,Hotel,1,32.22671,76.316985,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,4.0,"Cantt Road , District Kangra",20111122132300405&i=,Hotel Sagar,Hotel,Hotel,0.0,0,e0a7d232d07c1b4462a48dfcce2c190d,0.0,0.0,0.0,0.0,0.0,0.0
Ayurvedic College,Udaipur,Hotel,3,24.573236,73.693351,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,75.0,"II Ambavgarh Near, Ayurvedic College , Ayurvedic College",201212081239172766&i=,Kurabar Kothi,Hotel,Hotel,0.0,0,cc3345291377ac0bf275d033771e42c9,0.0,0.0,0.0,0.0,0.0,0.0
Paharganj,New Delhi And NCR,Hotel,2,28.643318,77.210509,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,1.0,"2261-64, Rajguru Road, Chuna Mandi, Paharganj paharganj",201409281300052458,Roxy Deluxe,Hotel,Hotel,0.0,0,1d0560b0486b11289c90428a6856bf49,0.0,0.0,0.0,0.0,0.0,0.0
Riverland,Allepey,Houseboat,3,9.486718,76.338415,0,0.0,0.0,0,0.0,palluthuruthy,201512281800566379,Riverland Leisures Houseboat,Houseboat,Houseboat,0.0,0,0436f30177cba6b5800a6264f70ac7f5,0.0,0.0,0.0,0.0,0.0,0.0
Noida,New Delhi And NCR,Hotel,3,28.462186,76.918124,0,0.0,0.0,0,27.0,"Behind Maharishi Vidya Mandir School , Near Sultanpur Lake Noida",201409191305555932,Golden Creepers Farm Holidays,Hotel,Hotel,0.0,0,df0db1f12902a961376c9c4237df5c4b,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,5,28.52863,77.272515,Location:4.1,30.0,4.7,Family:2|Couple:6|Solo:19|Friends:1|Business:2,599.0,"Plot No,1, Community Centre Okhla Phase-1,South Delhi",201109301501008028,Crowne Plaza Okhla,Hotel,Hotel,0.0,Location:4.1/5 | Hospitality:4.7/5 | Facilities:4.8/5 | Cleanliness:2.9/5 | Value for Money:4.7/5 | Food:3.6/5,c35e637c72af9531f5971169b55d035c,4.1,4.7,4.8,2.9,4.7,3.6
South Goa,Goa,Hotel,2,15.271716,73.958361,Location:4.3,28.0,4.3,Family:7|Couple:6|Solo:7|Friends:1|Business:0,33.0,"Rajadhyax Tower, Behind Bank of India, Near Margao Municipal Council Cine Lata Road Margao",200910061531398543,Hotel Om Shiv,Hotel,Hotel,0.0,Location:4.3/5 | Hospitality:4.4/5 | Facilities:4.1/5 | Cleanliness:4.4/5 | Value for Money:4.3/5 | Food:2.9/5,afa2b33d49d47b83026b94d54449192c,4.3,4.4,4.1,4.4,4.3,2.9
The Agra Fort,Agra,Hotel,5,27.167792,78.048928,Location:5.0,2.0,4.8,Family:0|Couple:0|Solo:0|Friends:0|Business:0,2101.0,Taj East Gate Road 0.6 km from Taj Mahal,200701171157501278,The Oberoi Amarvilas,Hotel,Hotel,0.0,Location:5.0/5 | Hospitality:0.0/5 | Facilities:5.0/5 | Cleanliness:4.5/5 | Value for Money:4.5/5 | Food:0.0/5,11a2524476fbeb0ae8b52790357de1c4,5.0,0.0,5.0,4.5,4.5,0.0
Anand,Anand,Hotel,1,22.559179,72.973003,0,0.0,0.0,0,0.0,"Kanewal Lake, Kha,khsar Village, Taluka Tarapur, Dist Anand Gujarat-388 001",201411281050056039,Safar Retreat,Hotel,Hotel,0.0,0,2cb5f00e852d69a7ab794a2f659faa55,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,2,28.565,77.221834,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,0.0,C- 10 2nd Floor South Extension Part 2,201411041951226762,Sun Villa  South Ext 2,Hotel,Hotel,0.0,0,a66eb2ffec17fb4bc46f1c72367e4f9a,0.0,0.0,0.0,0.0,0.0,0.0
Vythiri,Wayanad,India,1,11.542295849727507,76.0404783336212,0,0.0,0.0,0,0.0,Old Vythiri Wayanad,201606081021011365,Girassol Serviced Villa,Hotel,Hotel,0.0,0,ba93758546f361c7daa2ba7cca6f06a0,0.0,0.0,0.0,0.0,0.0,0.0
Agra,Agra,Hotel,5,27.156385,78.059543,Location:4.4,16.0,4.7,Family:2|Couple:8|Solo:4|Friends:1|Business:1,740.0,"Taj Nagri, Phase 2, Fatehabad Road Agra",201412311201233651,Courtyard by Marriott Agra,Hotel,Hotel,0.0,Location:4.4/5 | Hospitality:4.7/5 | Facilities:4.7/5 | Cleanliness:4.9/5 | Value for Money:4.7/5 | Food:4.6/5,80f5be125f474af5be9824ec09ebf1e8,4.4,4.7,4.7,4.9,4.7,4.6
Goa,Goa,Hotel,3,0.0,0.0,0,0.0,0.0,0,0.0,RR ORG (Rievera hermitage double tree by Hilton Arpora - Baga) RR ORG (Rievera hermitage double tree by Hilton Arpora - Baga) North Goa,201212081158324662,Studio Service Apartments - Arpora,Hotel,Hotel,0.0,0,4953f7d9c9a00e8246fcd58f0cf7d350,0.0,0.0,0.0,0.0,0.0,0.0
Diggi Bazaar,Ajmer,Hotel,3,26.453897,74.633067,Location:4.6,172.0,4.6,Family:94|Couple:41|Solo:24|Friends:5|Business:0,19.0,Plaza Cinema Road Ajmer,201410071529473828,Hotel Plaza Inn,Hotel,Hotel,0.0,Location:4.6/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.7/5 | Value for Money:4.6/5 | Food:2.8/5,adb08abc4ae053458022859e7ea1af5f,4.6,4.6,4.5,4.7,4.6,2.8
Jaipur Sindhi Camp Bus Stand,Jaipur,Hotel,1,26.922287,75.796788,Location:2.0,2.0,2.4,Family:0|Couple:1|Solo:1|Friends:0|Business:0,0.0,"11, Hathi Babu Ka Hatta, Opp Polovictory Cinema, St Road, Jaipur",201409081830576503,Hotel Aishwarya,Hotel,Hotel,0.0,Location:2.0/5 | Hospitality:2.5/5 | Facilities:2.5/5 | Cleanliness:0.0/5 | Value for Money:2.5/5 | Food:0.0/5,3d80b78461a7ef1252b6215bf38e0e3e,2.0,2.5,2.5,0.0,2.5,0.0
Veraval,Veraval,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,2ND AKAR COMPLEX ST ROAD VERAVAL,201512081716314463,HOTEL KAVERI,Hotel,Hotel,0.0,0,c65818c76d28a349806f7d0ef7533ebc,0.0,0.0,0.0,0.0,0.0,0.0
DLF Phase 2,New Delhi And NCR,Hotel,2,28.490658,77.084398,Location:5.0,1.0,4.5,Family:0|Couple:0|Solo:1|Friends:0|Business:0,9.0,M 11A/1 Dlf Phase II Behind DLF Square Buliding,201411261337106529,Hotel Smart Inn,Hotel,Hotel,0.0,Location:5.0/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:4.0/5 | Food:0.0/5,c1a369eb95af36cb23b2de2a96ae56a4,5.0,4.0,4.0,5.0,4.0,0.0
Indira Gandhi International Airport,New Delhi And NCR,Hotel,3,28.545609,77.123047,0,0.0,0.0,0,0.0,"L- 322, Mahipalpur, Near to IGI Airport, NH 8, Before Hotel Radission, New Delhi, Delhi 110037 NH-08 NEW DELHI",201511301530068228,Hotel Saptagiri,Hotel,Hotel,0.0,0,fd2044959f70856568c3d2503d890d5c,0.0,0.0,0.0,0.0,0.0,0.0
Charai,Mumbai,Hotel,3,19.198414,72.974173,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,2.0,"Edulji Road,Opp MTNL Exchange, Charai,Thane",201508201737182754,Hotel Divya International,Hotel,Hotel,0.0,0,d78fae90ef2e1b5c2dfd547c61763a25,0.0,0.0,0.0,0.0,0.0,0.0
Rajaji Nagar,Bangalore,Hotel,1,12.988585,77.547767,0,0.0,0.0,0,0.0,"NO 79, 1st stage, 5th phase, west of chord thammaiaa road ,shivanagar",201603071508338160,Sunil Residency,Hotel,Hotel,0.0,0,fcb90f8951baef53c8e56f61aeeca9fc,0.0,0.0,0.0,0.0,0.0,0.0
Goa,Goa,Hotel,1,0.0,0.0,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,0.0,"Villa Goa Raj , Behind St Joseph School Arpora, Parra , Goa",201409031419274461,Diakon Holidays,Hotel,Hotel,0.0,0,2c57c7604510c1a2ab519a84a31cf030,0.0,0.0,0.0,0.0,0.0,0.0
Benaulim,Goa,Apartment,1,15.25579,73.923877,0,0.0,0.0,0,0.0,"Lotus Hermitage Resort, Benaulim Beach, Benaulim",201601171456455673,TripThrill Lotus Hermitage Apartment,Apartment,Apartment,0.0,0,248ec7a4718e571cdaa54009140e7fdc,0.0,0.0,0.0,0.0,0.0,0.0
Agra,Agra,Homestay,1,27.158808,78.001229,Location:5.0,1.0,5.0,Family:1|Couple:0|Solo:0|Friends:0|Business:0,36.0,"144, SARDAR AWTAR SINGH ROAD AGRA CANTT, AGRA-282001",201411131418152068,Awtar Mansion,Homestay,Homestay,0.0,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5,0b12dd01c6483e2b0e791a707a9942aa,5.0,5.0,5.0,5.0,5.0,5.0
Goa,Goa,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,"H/No65/9, Escrivao Vaddo Calangute",201512291405338489,JOHNS Guest House,Hotel,Hotel,0.0,0,36c3efe2a8223e1d8fb4797f39583fe1,0.0,0.0,0.0,0.0,0.0,0.0
Karol Bagh,New Delhi And NCR,Hotel,1,0.0,0.0,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,24.0,"8A/29, W E A, Channa Market, Karol Bagh",201209041437527306,Maan K,Hotel,Hotel,0.0,0,cd6c3db5accb3a5ddc4897c3d8981c29,0.0,0.0,0.0,0.0,0.0,0.0
